Episode,Steps,Avg Reward,Avg Loss
7,357,-0.0023789850036016816,0.10473714522099127
8,236,-0.004141269295774726,0.10782792124407903
9,114,-0.010262199821270994,0.1032223578607827
10,161,-0.0073089569149695725,0.10388333419256884
11,236,-0.004456637902395054,0.10873352562598253
12,176,-0.004514626581726653,0.10855590602361852
13,298,-0.0029089365155692,0.08827670076674463
14,342,-0.0024773363029154147,0.09363875440076778
15,195,-0.006176763764924777,0.0971536797686265
16,418,-0.002287219274958884,0.09642376811199033
17,260,-0.004193404524999454,0.08821046650588799
18,259,-0.00442510078591434,0.08520282920212646
19,159,-0.006477227919741923,0.07951155767934222
20,195,-0.004233635051206455,0.08646980855757228
21,106,-0.010471664542875552,0.08334000720554646
22,147,-0.007680623231277302,0.0895857237925639
23,224,-0.005584090885892274,0.0826910089838618
24,308,-0.003939111123262091,0.08046191564289393
25,272,-0.003802046904220473,0.08129392519784982
26,283,-0.003565656176888363,0.07870985306026052
27,239,-0.004584673695939973,0.078600723818568
28,526,-0.002095021990485859,0.0752351035748187
29,372,-0.0024649788837305276,0.06806438282552746
30,325,-0.00286403092619104,0.06500561265131602
31,436,-0.0015665095859701357,0.0656056073932148
32,307,-0.004061694873004281,0.0544815386079725
33,433,-0.0027674267595651295,0.057462873820787595
34,240,-0.004329038410206198,0.05147873883155019
35,344,-0.002033133051656073,0.0536639804540332
36,124,-0.008904991504041065,0.05412600666374689
37,130,-0.007589826072151377,0.046881008268190694
38,187,-0.0066746500338869825,0.061614275901244686
39,257,-0.004287129881939985,0.05004835575963969
40,550,-0.001988914829144774,0.04822422247041355
41,430,-0.002871679224450921,0.04661193499720634
42,314,-0.0037414932247554185,0.043799407377536556
43,209,-0.0058902038348008934,0.046714352317929767
44,148,-0.006655954212316669,0.04264435696579214
45,303,-0.004109427372841287,0.04181978265100186
46,371,-0.0032814641643672884,0.039808757180182355
47,246,-0.0035156007423875913,0.04512968372905672
48,106,-0.009139129356655312,0.04825425146692345
49,256,-0.004622012144110621,0.04021067954272439
50,159,-0.0062074278953503995,0.04035429893143522
51,633,-0.001622340760601624,0.03971253598431099
52,279,-0.0037934948548408024,0.03922266405372877
53,251,-0.0041834614548146775,0.034896250324420244
54,393,-0.0025454810119914482,0.036700905631853235
55,335,-0.0037510842351401166,0.035854508981817586
56,179,-0.006891746830694819,0.03756138431194483
57,86,-0.012232975099280783,0.03184517064581214
58,260,-0.004759026587881379,0.03259436488017225
59,306,-0.0037001861383138403,0.03282548969815442
60,216,-0.004459439779374726,0.03645151489547937
61,158,-0.007226406917836841,0.03491960346692866
62,59,-0.019772547858045043,0.024041647695289072
63,250,-0.00403359464609639,0.0351324017662555
64,215,-0.003974118318819158,0.035951986256986854
65,294,-0.003495402559789701,0.03747358962776279
66,206,-0.004992117619602833,0.0370801080818496
67,257,-0.003368029271256792,0.034291739416116636
68,387,-0.0022373467521351544,0.035246332802326065
69,315,-0.0034117571670875244,0.033358247153135755
70,124,-0.009300949239420129,0.034860315099884305
71,186,-0.005517806051131921,0.03493890602777522
72,224,-0.004705699237994005,0.031876759433674
73,242,-0.0036684336689519143,0.03093437798521366
74,594,-0.0020308712783430956,0.032008953609657456
75,215,-0.005002642452470968,0.029533702260706313
76,181,-0.0060215740279375984,0.031205811203992538
77,133,-0.008470246631744479,0.03427396720114227
78,697,-0.0015482812579906055,0.0297714568729014
79,375,-0.002361129448245909,0.029766743849342067
80,153,-0.007116548482405003,0.02832033795615037
81,409,-0.0023570155540619787,0.03056120520348326
82,296,-0.003708643529975863,0.028977738384619933
83,290,-0.0038387785661323755,0.029056634097199503
84,345,-0.0031580178737405495,0.027670497696954705
85,139,-0.0071926793664015545,0.02505792362243607
86,195,-0.0051798070829812415,0.024402579232954826
87,319,-0.0028333402775116865,0.02518795693890253
88,151,-0.006711175965525122,0.027473003451638417
89,475,-0.0023999661527155745,0.02773106071460796
90,160,-0.006816010560015684,0.025715965338167734
91,169,-0.006343616344035727,0.02370278527629534
92,117,-0.009347011057701058,0.021178850777741745
93,137,-0.008704495900036134,0.03151669613099283
94,159,-0.006571795524135722,0.025335195056988665
95,387,-0.0025098470026537955,0.025854505841001792
96,423,-0.0022129553572004103,0.026170036949252545
97,308,-0.0031415556475096655,0.022047076745082734
98,157,-0.00614890192665446,0.02555964342288815
99,257,-0.003608727365420162,0.02399202851136487
100,181,-0.005599685093266944,0.02539496219817302
101,483,-0.0020943121093326576,0.023999157724429624
102,413,-0.0026908989730961906,0.02316391063103177
103,325,-0.003754083288925034,0.022497720644236184
104,120,-0.009622308671301502,0.02193393311269271
105,369,-0.003354950928517334,0.021830728490518907
106,195,-0.005157028881561205,0.02164470099258977
107,280,-0.004477384768252701,0.021694718569883014
108,192,-0.005264921631675061,0.022898118924179773
109,599,-0.0015714227690945895,0.02038011718271238
110,227,-0.004798629717120674,0.018600218493946816
111,148,-0.006891122587533606,0.020097302542716213
112,182,-0.0048363102854796875,0.023710506452646638
113,506,-0.0018660309890216145,0.01951113278612222
114,194,-0.0043953513523462984,0.023004149697653797
115,370,-0.0021859643710286035,0.020476367035440195
116,240,-0.004203543380560563,0.020364559167258753
117,105,-0.010899349993052879,0.0235088686237023
118,216,-0.005139343395540509,0.020214623321576423
119,180,-0.006107450210237629,0.020013059607784576
120,119,-0.007892011946376657,0.019533620724658005
121,313,-0.0028548108540782267,0.020639546495042564
122,143,-0.006449000442525918,0.017949173047852058
123,416,-0.0026860282538960947,0.021198994354703106
124,263,-0.004740432095773489,0.01820412843254441
125,275,-0.0035995952874261342,0.01849153623831543
126,390,-0.0031523388157703234,0.01947276001745381
127,186,-0.005270518938812624,0.019756008775138688
128,179,-0.005749439835346503,0.016404951217274737
129,285,-0.0038604609680716277,0.018167058774474356
130,231,-0.004074755001279418,0.017876128364733353
131,574,-0.0021757890506119894,0.019427909102868485
132,218,-0.004598514806866869,0.018029625201811415
133,171,-0.005721119140178001,0.016942547660114035
134,171,-0.004963579172598316,0.01772964794640783
135,481,-0.0025218799096466157,0.01862439718252346
136,247,-0.003971403294683209,0.017713976271030104
137,171,-0.006436358336493282,0.0189892719486151
138,537,-0.002219836866909848,0.018743552745678037
139,331,-0.0030698090431216293,0.01724919419312917
140,337,-0.0029614343159415748,0.017179292100910043
141,172,-0.007269171780707396,0.015209150793664373
142,221,-0.004781294268208846,0.017694897391323454
143,215,-0.005142495550695539,0.018089470208275976
144,306,-0.0031052737372034133,0.01624418419098719
145,222,-0.004720797706691241,0.015019409044389823
146,219,-0.0043402518107258726,0.015405132558056447
147,268,-0.0029307150575692224,0.015541905780720747
148,233,-0.004315361172482358,0.01547374563639416
149,173,-0.006239474501681745,0.01515583303552444
150,434,-0.00258038389274601,0.01677322103188605
151,246,-0.004415874999057962,0.016701693700558348
152,303,-0.0033140984814685184,0.016117499669838588
153,256,-0.003914533746167459,0.015806862788394938
154,254,-0.004948809937631297,0.015577405659522215
155,178,-0.005840648753163028,0.014662601365027636
156,283,-0.003451306721754356,0.015234005838622711
157,742,-0.0016406605948360614,0.014748439477377563
158,364,-0.003092614396356962,0.014877166261622722
159,271,-0.003876938746406422,0.01605564732803891
160,493,-0.002246076657959142,0.014404115391778051
161,458,-0.0022498748869458378,0.01499789939696624
162,343,-0.003003300031181393,0.014393756835403752
163,253,-0.004364327336992981,0.012855677013497123
164,489,-0.002083573219308099,0.014951650486784799
165,164,-0.007411208106437142,0.014827805148897602
166,353,-0.0032707150248425846,0.015026297853770205
167,445,-0.002794031386938903,0.013989836879315253
168,546,-0.0020159257010742573,0.013940416835077898
169,366,-0.0025876385678788327,0.014049113947736568
170,166,-0.004991781848602443,0.013565765303862562
171,306,-0.0033140793969533852,0.013130826452515678
172,329,-0.0034020232010803096,0.013323601764148402
173,340,-0.0025352617254342518,0.012563130986253621
174,312,-0.0037611834697194343,0.01339053539786852
175,387,-0.0024578158931988993,0.012462082903444747
176,362,-0.002716614239665684,0.014279193161261262
177,200,-0.004548768527017728,0.013922577073099091
178,480,-0.0017861885180287345,0.013945376352785388
179,293,-0.003460359150190836,0.013325520419021401
180,558,-0.001561524222392817,0.012773318846579007
181,190,-0.005497769145379407,0.010553337886966274
182,387,-0.0027952810303036465,0.01186139058491374
183,445,-0.0023610123809393586,0.01315121820152036
184,226,-0.0050517160165571276,0.01178497589549742
185,437,-0.0028111897858915835,0.012392646820631808
186,552,-0.0018685232774503754,0.011769709039704732
187,400,-0.0031287483887014527,0.010790248047705973
188,471,-0.0021335621631366534,0.011671847787155768
189,206,-0.00431100410389264,0.01086976388141567
190,153,-0.007245842130869218,0.010522454410937488
191,257,-0.004627167310420221,0.010046727782870002
192,443,-0.0024591227402849386,0.011201942491825484
193,304,-0.003178389085222926,0.010332495078105958
194,220,-0.004474970120312801,0.010611636213566684
195,253,-0.004511928629444595,0.009942791229132343
196,352,-0.0031760573635903695,0.010700868499870094
197,183,-0.005868151788839786,0.010071260275069847
198,408,-0.0023293359577762165,0.009877973927216897
199,196,-0.004906935912460461,0.011007426269780084
200,168,-0.006152758475733848,0.010274118370684196
201,168,-0.0056877166393149515,0.009955874956393104
202,262,-0.0038897085502551817,0.009956306479524692
203,283,-0.003759510323138474,0.010117956088541583
204,337,-0.0031851194651558523,0.01061671342526615
205,313,-0.003219601349116918,0.009822664117944923
206,524,-0.0023299107244485707,0.009183474021080884
207,238,-0.004832949685299472,0.010095057866199552
208,415,-0.002937108342715797,0.009447958417018001
209,443,-0.0021234157324195005,0.00945579572688498
210,251,-0.003638208983810351,0.00975816551084812
211,455,-0.0022972832471000472,0.008773330480351553
212,410,-0.0028603263037431,0.008439995668737627
213,347,-0.0031618932333033756,0.008714943176124685
214,391,-0.0024101868234529694,0.00929972584061015
215,407,-0.0024133337806099536,0.008608060364433534
216,171,-0.00580013100021063,0.008260884049569109
217,246,-0.0049215073486635905,0.009052960757436836
218,285,-0.004343792973795963,0.008453670256003215
219,280,-0.004218274133910123,0.008785015745628958
220,166,-0.005748299876512351,0.00822406877512505
221,182,-0.005237778231172332,0.009143256267134848
222,82,-0.013737081992706951,0.008443397146837058
223,344,-0.002430120681261082,0.008515833144524232
224,501,-0.0024371552933776554,0.008107003661991652
225,574,-0.002189296352126304,0.00817628100971555
226,211,-0.004363509115134582,0.007847482326133751
227,311,-0.0028593109289678023,0.0075306459273873465
228,298,-0.0036674122151592868,0.007337919146431166
229,441,-0.0023024726112874606,0.00766818313579584
230,315,-0.003601109578301562,0.007322103208178536
231,420,-0.002177818501778776,0.0071540197273688615
232,461,-0.0026834282401987527,0.007789366286138876
233,235,-0.0039058102935993102,0.007086332640585866
234,388,-0.0019214073197871176,0.007235392259185433
235,372,-0.0026169305856162664,0.006505667909892821
236,338,-0.0032893415862990704,0.007858952278334691
237,521,-0.0018431576552699572,0.0065743484975740625
238,120,-0.009176556839137599,0.006616169929475291
239,417,-0.002635033628306174,0.006254273668887447
240,412,-0.0025961613788539474,0.006779501403303866
241,294,-0.0036144074600684144,0.006827084057458334
242,333,-0.0034074982016168097,0.005818391182860527
243,423,-0.0028784813293504428,0.006627475496890116
244,177,-0.00616487174905142,0.005996423479140668
245,550,-0.0020643771430522923,0.006248948015113869
246,482,-0.002050901862655319,0.006140151813832069
247,209,-0.0040619615555481745,0.006323332862391551
248,236,-0.004564681922344574,0.005721835371563645
249,225,-0.00509498430515655,0.005575606853882265
250,309,-0.003744776767602276,0.005530391610773811
251,117,-0.00888544248990092,0.0050956502354815286
252,211,-0.004523829935231853,0.005915541553558667
253,319,-0.0033440340256300867,0.005223083199344161
254,308,-0.0038664445983309648,0.005438422090441968
255,309,-0.0029078211677725663,0.005461282957014462
256,346,-0.0022379846165060603,0.005100162620918632
257,299,-0.0034933563398700917,0.005144361974624761
258,452,-0.0027886320992816945,0.00534358368979188
259,216,-0.005068979898594618,0.004972611952797268
260,608,-0.0019772207405848643,0.005061358372011837
261,432,-0.0016315040763207128,0.005067576805433621
262,503,-0.002290637460318139,0.005099286798285469
263,172,-0.006467355340609449,0.004660589865146226
264,430,-0.0024679065675293045,0.004923531502623349
265,363,-0.0032753024724243964,0.004905874649375118
266,420,-0.0029177508315461763,0.004438110246839989
267,148,-0.0066755116495433205,0.004456039899220766
268,414,-0.002829943056116362,0.004609927958820087
269,153,-0.006595994552679369,0.004542354311530776
270,306,-0.0037052053648387435,0.004345580212257534
271,275,-0.003993817213086107,0.004524425378238613
272,359,-0.0027511298290950623,0.004621032958793192
273,241,-0.0037111698966024883,0.004338457241255395
274,191,-0.005691802125794783,0.004764783865234605
275,155,-0.005731754475301944,0.004507197252091681
276,320,-0.003283608664612814,0.004387395439698594
277,362,-0.002910270842121099,0.004276714591278556
278,139,-0.00830096081309644,0.004355329399167982
279,219,-0.0048131106888685575,0.004103361354523113
280,474,-0.002364560634616015,0.004124547010174666
281,397,-0.0026565446959167533,0.004276882379180317
282,583,-0.0018127578571027244,0.0038058047295079964
283,273,-0.003072864509609701,0.0038346336001441592
284,173,-0.006222131646446235,0.003589744623777365
285,213,-0.004711954930195975,0.004181031005576191
286,231,-0.0044473425453726715,0.0037900241802686432
287,89,-0.01200385811408738,0.004007364678513154
288,272,-0.00405709649470342,0.0038267943298920084
289,298,-0.003250396199290046,0.003922058212248164
290,195,-0.004911153775158931,0.004278734372033236
291,287,-0.004261441322675683,0.003889337875365153
292,250,-0.00497278734526833,0.003733782891416922
293,224,-0.004918930808727152,0.004116112575502484
294,172,-0.006409710986033165,0.0038601459197897658
295,329,-0.0030274504262704787,0.0035317457082191636
296,346,-0.00252368948512939,0.003663510533326946
297,286,-0.003981729488476255,0.003742116328285701
298,170,-0.006420183691195087,0.0035285849985324173
299,308,-0.0027224419171167566,0.003825396275077493
300,188,-0.0057979934827676275,0.003937804406110019
301,488,-0.0017413696860466492,0.003907045564805319
302,399,-0.00300594768899347,0.003619309353924013
303,696,-0.0016143556928892462,0.003514435408185651
304,126,-0.008794193403294534,0.0030422272532069613
305,266,-0.003936089451980422,0.003646611355186468
306,350,-0.0033623703162594357,0.003567161390923762
307,385,-0.002588687342628058,0.0037359410794844923
308,189,-0.005681059390958639,0.003582309833271971
309,130,-0.008036001731082038,0.0033808885061611922
310,375,-0.0032449535891663195,0.0035545560964383187
311,157,-0.00727455220539257,0.003694365283394244
312,206,-0.0053411642323442044,0.0033168801563131867
313,349,-0.002515104946564731,0.003265893619833114
314,222,-0.0048542721577854876,0.00363197688958272
315,186,-0.004158362405139077,0.00338530545457772
316,269,-0.004051753418498354,0.0033788830008345647
317,145,-0.007781419312397608,0.0035503688292449404
318,451,-0.002632692407127037,0.0032518138371288217
319,254,-0.004542994322476589,0.003466645839251028
320,284,-0.003612608949172319,0.00358850028561379
321,226,-0.003792618044369374,0.0036557757543437016
322,160,-0.006680627300343645,0.0036704846321299555
323,165,-0.006937623970530336,0.0035929038035895
324,324,-0.0033465457638067013,0.0034919074527419137
325,233,-0.003593599596343488,0.003880876115330419
326,237,-0.0043236966922873986,0.003297136737822598
327,267,-0.003780623205549612,0.003261945947149266
328,252,-0.00484984129057424,0.0034645106581072988
329,310,-0.0038298266946126644,0.0036064368216395977
330,172,-0.0061742014702118935,0.003247249802116976
331,207,-0.004782523381750625,0.003371399646632796
332,370,-0.0024140351639310416,0.0033521125687764504
333,296,-0.0031083637321035985,0.003313672367644235
334,420,-0.002498982935601277,0.003181851580337111
335,245,-0.004272547691948494,0.0032601032371642256
336,589,-0.002066343982448388,0.0032676526045676553
337,289,-0.003966765361495704,0.003303523984585428
338,321,-0.0033576470327113636,0.0032027326878762263
339,147,-0.007342329804619484,0.002920625190057342
340,193,-0.005009926697004803,0.00318899722842239
341,293,-0.003056457523361491,0.003040956528761993
342,660,-0.0016312841967615706,0.0029706261242443527
343,309,-0.0028426240415681996,0.003045693966413134
344,283,-0.004303368782346981,0.002979997605436676
345,201,-0.005072971883828811,0.0029442989767965774
346,109,-0.010302285111059005,0.0027521384547255215
347,262,-0.0041764561014067765,0.0028962267027103222
348,270,-0.004213079308881249,0.0025851869875892857
349,176,-0.006104070767400574,0.002717396196947613
350,249,-0.004797472249083466,0.0028630177362777114
351,273,-0.003733359224626681,0.002564057110145265
352,332,-0.0030970153002654204,0.0028783801608369686
353,191,-0.005374471014949943,0.002703417143607707
354,288,-0.0034436383325993697,0.002888979581459555
355,595,-0.0019688488993733675,0.0028655330584719074
356,276,-0.003981343138574205,0.002534744763355432
357,230,-0.004903231443170937,0.0025604469405547917
358,241,-0.0037193186998323623,0.00270537318709148
359,377,-0.002883695729527453,0.002671296086374779
360,264,-0.004576248382083683,0.002572538465094774
361,97,-0.011303209737764884,0.00255013693117455
362,515,-0.0019679930968352403,0.002621690513514145
363,373,-0.0032027426185829667,0.0027123776347352684
364,185,-0.005949147603594709,0.002626145348374455
365,427,-0.0017316154914961948,0.002675346738102124
366,254,-0.004215051936554914,0.002794506578402792
367,634,-0.0016522990357863533,0.002634755746506989
368,336,-0.0025284873294068298,0.002452935770374357
369,178,-0.0044750529099323345,0.002569314433713679
370,594,-0.00204827626563203,0.0027326107142884707
371,207,-0.005184384037758701,0.0025283660705073103
372,402,-0.0028034625559057997,0.0026466510934374105
373,157,-0.0064414622158639155,0.00242579070377389
374,366,-0.003113955183726343,0.0027541738165948984
375,161,-0.006761070004829407,0.002795055482582831
376,280,-0.0025105171444883873,0.002678157608430151
377,185,-0.004907216846951898,0.002964484629479262
378,117,-0.009253338792929684,0.0027121576023114943
379,633,-0.0017650871569701698,0.0024098539042178434
380,221,-0.004624122235527872,0.002579468534995983
381,560,-0.0022484660014525266,0.0025332405938440516
382,377,-0.0029666516100524303,0.0025268948833959606
383,526,-0.0021150448592663095,0.0025072686606077495
384,374,-0.002177484540564205,0.0024214463459731224
385,160,-0.006314105096097799,0.0026001428315794326
386,380,-0.0027791582484402518,0.0024709450386963955
387,268,-0.004090454977221162,0.002597000690654038
388,181,-0.005959889937092296,0.00265327406479869
389,541,-0.002194811486025437,0.0024232249563347287
390,333,-0.0032505891226938463,0.002540259963679673
391,440,-0.0022059026855307485,0.0022706465615390864
392,239,-0.0030779016026938177,0.002397198963712581
393,155,-0.00689603759729725,0.002598493545684182
394,254,-0.003823239103617034,0.0023093259954429964
395,209,-0.005122417317082975,0.0019480652683698594
396,233,-0.005204180547340044,0.0023242988788059115
397,116,-0.009828801373913131,0.0028568742844950535
398,364,-0.0034365273755477908,0.0023125703953485424
399,297,-0.002785443615596518,0.0025928572737666704
400,346,-0.00303300478145936,0.0024036971870772784
401,469,-0.0021533828594023524,0.00230453278528584
402,227,-0.004652371245737273,0.0023879270891901025
403,403,-0.002671722749148489,0.002152783883719361
404,61,-0.018438141378935336,0.002448431095470995
405,463,-0.0021174426845226007,0.002343269435011985
406,349,-0.0029744981319671415,0.0021257037142198934
407,298,-0.0035230306193229245,0.002131719001269612
408,171,-0.00609193035402925,0.0020419164488911738
409,243,-0.0033591389621294163,0.0021199318223418247
410,211,-0.0043320188324567814,0.0020359608134937856
411,429,-0.002322188219208851,0.002301547355911345
412,188,-0.005385990930033784,0.0021839142163058724
413,196,-0.005389703356886817,0.0021349790441323718
414,256,-0.003913417478201731,0.002348592964153795
415,180,-0.005643816440612189,0.002366349991805489
416,343,-0.003091021199023258,0.0022441039416625412
417,445,-0.0026383039261441794,0.002324937780785343
418,202,-0.005121679142680603,0.002098195589064519
419,254,-0.004057992829100011,0.0020861147964665646
420,241,-0.003988963586611212,0.0023087224684205463
421,140,-0.0075658661229307915,0.0020159363283060623
422,134,-0.008092009993947038,0.002212232347893174
423,404,-0.00293937781395615,0.0021014539008391885
424,518,-0.0020210917181203154,0.0022997388549737406
425,464,-0.002213228069423023,0.002081868971925297
426,302,-0.003960790028637703,0.002280190375270029
427,239,-0.005088220748171921,0.001996747849954323
428,403,-0.0030294056532283982,0.00208588657659772
429,419,-0.002853930529500265,0.002080130335984047
430,407,-0.0027546395340547376,0.002146060625613205
431,320,-0.0033384388680191444,0.0020261694892724337
432,317,-0.003391046302588906,0.0021247439432469832
433,311,-0.00257259447315626,0.0019642226812556997
434,198,-0.0055255388930605075,0.0018242244837121248
435,207,-0.0046382720706568265,0.0020579089913804055
436,163,-0.0061364553333028,0.0021100410969465103
437,559,-0.0014912829542724538,0.001982762495837589
438,506,-0.001991964493994787,0.0021795433093372662
439,245,-0.004091172085001596,0.002170849872018895
440,150,-0.0072548172970588595,0.0020191310084192084
441,285,-0.003976403475648002,0.0020965047717797
442,363,-0.0032368383414215942,0.0019440341026640238
443,254,-0.004346609256989638,0.0019688638896309205
444,154,-0.006767525207925695,0.0020960016737770677
445,312,-0.003424687009432622,0.0020954825781817096
446,503,-0.0018936704829775036,0.0020436253194987893
447,400,-0.0024875363863976927,0.0020250669989763993
448,206,-0.0047396622441545294,0.002076262120681349
449,179,-0.0064675830570051565,0.0020406226487375027
450,191,-0.004948855390633294,0.001846114730770841
451,293,-0.003772777687640184,0.0019100493387519397
452,338,-0.003470029924944721,0.0019613500429109323
453,316,-0.002566276025590866,0.0020979908474572178
454,359,-0.0032943457465250165,0.0021188045213223388
455,418,-0.0023407927024388362,0.0019092121910421918
456,268,-0.004566759228432492,0.0018809840743171065
457,231,-0.003814547463134953,0.001724341738925243
458,332,-0.0031497644688590204,0.0017464306159576132
459,163,-0.00718062818300649,0.001955058296215349
460,252,-0.0036782304319056868,0.001721146430922783
461,247,-0.00435060864840766,0.0018338833671974711
462,151,-0.0069161801810703714,0.0018518965564890215
463,145,-0.007895553277046866,0.0019618989412014468
464,101,-0.010759351392963334,0.0021206406936381417
465,343,-0.00218089109761271,0.0018857191779220385
466,129,-0.007466662787806826,0.0017901128888953217
467,254,-0.003878301299813198,0.0016800821068450097
468,340,-0.0036097924376592245,0.0019113624058424167
469,362,-0.002544859852497741,0.001813612922701923
470,301,-0.003440591617915916,0.0018772334883865927
471,222,-0.0045747063734811405,0.001760361812901809
472,288,-0.0036016013926562567,0.0017313437193580386
473,312,-0.0035248122264495882,0.0016742326243752942
474,616,-0.0020163160660806242,0.001804320292696455
475,377,-0.0024954864760815794,0.0016522737029944212
476,337,-0.003374650828042686,0.0017263037106816765
477,291,-0.0038541400484961063,0.0017541807746059418
478,405,-0.002463636434991415,0.0017120982358953627
479,214,-0.004793509372564078,0.0017537478957717985
480,291,-0.0034529641355910455,0.0017165197004504898
481,493,-0.001979525614968594,0.0016311188870719794
482,293,-0.004295814436845733,0.0016161153320844504
483,233,-0.0041189544813771,0.0016400355076499266
484,192,-0.005048403705994946,0.0015028648238815852
485,211,-0.005000563081665068,0.0016145776581820276
486,168,-0.0062219558801846885,0.0015682161261100277
487,289,-0.004361796644346266,0.0017314379024025292
488,249,-0.003985483300437556,0.0018533449739813394
489,293,-0.0029081849323912673,0.0016852423938868548
490,320,-0.003779987654308159,0.0018436960586313944
